Year,Month,Region,Total Crime,Active Duty 1941-1947,Active Duty 1941 & Earlier,Active Duty 1947-1950,Active Duty 1950-1955,Active Duty 1955-1964,Active Duty 1964-1975,Active Duty 1975-1990,Active Duty 1990-2001,Active Duty 2001-Recent,Active Duty or Veteran,Carrying Cash,Born Abroad,Born in Territories,Born in US,Naturalized Citizen,Difficulties Concentrating,Difficulties Dressing,Difficulties Going Outside,Difficulties Hearing,Difficulties Seeing,Difficulties with Stairs,Employed,Hate Crime towards Disabled,Hate Crime towards Ethnicity,Hate Crime towards Gender,Hate Crime towards Race,Hate Crime towards Religion,Hate Crime towards Sexuality,High Income,Low Income,Middle Income,Worked in the past 2 Weeks,Worked in the past 6 Months,Worked in the past Week,Federal Employee,Non-Profit Employee,Private Employee,Self-employed,State Employee,Lived at Address 10-15 Years,Lived at Address 15+ Years,Lived at Address 5-10 Years,Lived at Address 0-5 Years,Living on a Reservation,Living at a Dormitory,Living at a House,Living at a NonPermanent Hotel,Living at a Permanent Hotel,Living at a Permanent Mobile Home,Works in Agriculture,Works in Construction,Works in Entertainment,Works in Finance,Works in Government,Works in Manufacturing,Works in Personal Services,Works in Professional Services,Works in Repair Services,Works in Retail Trade,Works in Transportation,Works in Wholesale Trade,Pregnant,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,Hispanic,AAPI,Native,Asian,Black,Multiracial,White,Associates Degree,Bachelors Degree,High School Degree,Less than High School,Masters Degree,Doctorate Degree,Professional Degree,Divorced,Married,Single,Separated,Widowed,College Student,Not a Student,K-12 Student,Trade Student,Vocational Student,Female,Male,Not Heterosexual Identifying,Works in City,Works in Rural Location,Works in Suburb
2017,11,South,294,0,0,0,0,8,7,4,5,9,29,1,3,1,260,12,26,8,13,14,11,30,184,0,3,1,4,3,0,16,131,82,19,21,179,1,1,29,2,10,18,58,35,114,1,2,282,1,0,7,0,5,8,1,5,4,0,9,2,5,2,2,1,8,55,62,60,46,44,19,44,0,1,7,60,12,214,36,57,125,39,25,4,3,61,128,73,11,19,31,255,6,1,0,142,152,10,108,14,24
2017,11,West,315,0,0,0,2,2,4,8,3,8,23,2,3,0,273,23,18,8,21,22,9,32,225,0,1,4,3,2,5,32,125,111,15,18,217,2,5,31,8,10,31,47,51,119,3,2,309,0,0,4,2,1,3,3,4,5,3,23,1,4,7,1,0,4,62,60,65,54,45,25,58,1,8,26,13,16,251,46,63,140,21,34,6,5,73,133,83,10,16,37,274,2,0,2,187,128,23,154,16,31
2017,12,Midwest,215,0,0,0,1,0,3,2,0,6,12,0,0,1,203,3,25,5,15,10,9,20,141,0,0,3,5,0,0,13,99,70,13,14,138,1,5,33,1,5,14,35,42,79,2,1,207,0,0,5,0,0,3,3,3,10,1,15,0,7,3,1,1,6,35,49,35,57,21,12,12,2,1,1,32,3,176,19,43,108,22,17,3,3,42,77,66,19,11,11,201,2,1,0,112,103,13,97,12,21
2017,12,Northeast,77,0,0,0,0,0,1,1,0,1,3,1,0,1,60,10,2,0,0,6,1,6,43,0,0,0,1,0,0,9,25,22,5,5,40,1,6,5,0,2,8,17,7,37,0,2,74,0,0,1,0,1,0,2,0,0,0,10,0,0,1,0,0,2,12,14,18,13,12,6,8,0,1,5,8,1,62,6,21,29,3,12,1,5,10,34,27,4,2,13,61,2,0,1,42,35,2,26,2,11
2017,12,South,301,0,0,0,0,3,5,5,8,13,26,0,2,1,279,11,33,10,31,15,10,38,170,3,0,2,4,0,0,23,150,85,22,23,157,1,1,39,1,3,42,53,33,100,1,7,275,0,0,16,0,0,9,2,2,2,1,17,0,9,3,0,0,5,49,75,53,56,40,23,48,2,3,7,61,9,219,31,49,148,42,21,6,3,56,141,77,9,18,32,261,5,2,1,168,133,9,91,21,28
2017,12,West,325,1,0,0,1,0,4,8,5,12,28,1,7,2,281,22,24,8,17,9,8,33,208,1,2,3,1,2,3,33,122,113,9,9,209,4,5,38,6,8,21,57,46,125,6,0,310,0,0,13,0,5,10,2,5,7,2,19,0,7,3,1,0,4,45,79,66,60,35,36,72,3,6,12,21,8,275,44,63,141,35,23,9,8,54,140,93,15,21,31,288,3,0,1,174,151,23,133,11,23
2018,1,Midwest,179,0,0,0,0,1,3,3,3,5,13,1,1,0,167,5,13,1,7,8,5,19,119,2,0,0,0,0,0,6,85,55,13,14,112,0,1,11,1,5,14,37,18,59,0,3,166,0,0,3,1,1,3,2,2,1,1,4,0,4,0,0,0,7,33,40,34,29,23,13,14,0,1,2,29,3,144,16,35,97,19,10,0,2,32,67,55,15,7,15,163,0,1,0,96,83,13,64,7,25
2018,1,Northeast,73,0,0,0,0,0,0,0,0,0,0,0,0,2,59,6,3,0,3,1,0,5,45,0,1,0,2,0,0,6,23,23,1,2,44,0,1,9,0,2,9,15,9,25,0,0,73,0,0,0,0,0,0,1,2,1,0,3,0,2,3,0,0,0,13,20,18,10,4,8,14,0,0,5,12,4,52,10,7,32,6,13,1,3,15,26,20,7,4,8,63,1,1,0,45,28,3,23,1,13
2018,1,South,251,0,0,0,0,1,6,6,6,11,25,3,2,2,228,7,25,6,16,11,9,36,154,0,2,2,6,0,1,13,117,65,10,11,144,1,2,21,5,7,26,46,33,82,0,2,240,0,0,8,1,4,3,1,3,4,1,11,0,7,1,0,1,2,42,55,40,40,48,24,41,0,6,4,37,5,199,27,43,117,36,22,1,2,42,111,70,10,18,18,230,1,2,0,142,109,6,105,8,13
2018,1,West,273,0,0,0,3,1,5,3,6,6,20,1,2,0,230,18,23,4,17,15,12,20,167,3,6,1,9,4,0,27,122,78,19,19,155,2,2,19,3,7,31,45,38,112,1,0,260,0,0,9,1,0,0,2,5,0,2,11,0,9,3,0,2,4,42,58,63,46,32,28,51,1,5,14,21,11,221,23,46,133,31,29,4,4,53,121,70,10,18,32,234,2,2,3,153,120,13,116,11,15
2018,2,Midwest,204,0,0,0,0,1,14,12,7,6,31,1,0,0,197,2,26,8,17,12,5,31,128,0,0,1,0,1,0,10,100,56,8,9,115,1,1,17,6,6,17,43,17,78,2,1,197,0,0,0,0,1,5,1,0,2,2,10,2,3,4,2,0,7,32,38,33,43,34,17,16,0,5,2,24,9,164,19,38,97,27,18,3,1,49,79,60,3,13,16,183,4,1,0,112,92,7,71,5,29
2018,2,Northeast,73,0,0,0,0,0,1,2,1,1,4,0,0,3,60,5,1,3,4,3,1,7,43,0,0,0,0,0,0,6,35,17,1,1,44,0,2,11,1,1,6,16,12,30,0,0,72,0,0,1,0,1,5,0,0,0,0,6,0,4,0,0,0,0,14,17,15,8,11,8,14,1,0,3,9,2,58,5,18,36,6,4,2,2,9,27,29,4,4,2,70,0,0,1,42,31,2,19,5,12
2018,2,South,253,1,0,0,0,1,3,11,5,5,23,1,1,0,231,14,28,8,19,12,12,33,153,1,3,0,3,1,1,23,125,66,15,18,141,3,4,27,3,3,19,40,37,87,1,2,240,0,0,7,0,2,6,2,3,2,3,16,1,2,3,1,0,7,44,47,43,57,39,16,27,0,7,6,48,12,180,23,49,120,36,20,1,4,46,103,76,10,18,27,221,1,1,3,143,110,10,82,14,28
2018,2,West,305,0,0,0,0,1,5,4,2,9,19,1,3,1,267,16,22,7,15,11,13,30,198,5,2,0,4,0,0,35,130,98,17,21,187,1,5,29,7,9,34,47,50,110,4,0,298,0,0,6,1,2,9,3,5,2,3,21,1,4,0,0,8,4,46,66,53,71,46,19,61,4,7,17,22,15,240,39,63,123,41,30,3,6,65,126,83,14,17,22,277,3,3,0,166,139,17,139,8,27
2018,3,Midwest,248,0,0,0,0,1,12,4,5,8,27,4,2,0,237,2,28,9,18,18,3,28,160,2,1,0,2,0,0,9,137,72,15,15,151,4,6,24,4,6,19,59,29,83,4,1,245,0,0,0,3,1,2,4,1,0,1,19,1,6,5,1,0,8,34,53,54,41,35,23,9,0,5,4,25,12,202,27,39,124,30,21,4,2,55,92,82,5,14,21,220,4,1,2,134,114,13,105,15,24
2018,3,Northeast,56,0,0,1,1,0,1,0,0,0,2,0,0,1,48,5,3,1,2,3,0,3,37,0,0,0,2,0,0,5,24,17,4,5,35,0,0,8,0,2,8,8,6,26,0,3,53,0,0,0,0,0,1,1,0,1,0,5,1,1,0,0,0,3,6,13,9,13,10,2,9,0,0,1,8,2,45,5,16,27,2,4,1,1,7,23,20,3,3,8,48,0,0,0,25,31,2,20,3,14
2018,3,South,259,0,0,0,1,1,6,11,3,7,26,2,3,2,239,8,34,8,15,15,11,33,142,0,4,0,6,1,0,16,143,66,28,31,122,1,1,19,5,7,28,57,25,99,1,3,244,0,0,11,3,1,8,1,3,5,0,11,1,0,1,0,1,5,48,46,36,58,47,19,40,0,4,3,52,8,192,23,42,134,37,16,3,3,42,125,67,9,15,22,226,5,2,4,118,141,14,84,9,21
2018,3,West,279,0,0,0,3,1,3,5,7,11,24,3,0,2,244,14,34,10,21,20,15,32,179,1,1,1,2,0,1,34,114,91,17,20,168,1,2,32,7,6,31,41,35,127,2,0,274,0,0,5,0,2,3,5,2,0,3,22,0,9,3,0,1,3,57,58,60,41,37,23,57,1,10,21,10,16,221,27,57,127,27,27,6,8,53,128,70,10,18,15,261,1,1,1,141,138,13,117,13,26
2018,4,Midwest,259,0,0,0,1,4,10,9,4,7,28,0,2,1,239,6,28,4,16,18,9,32,161,0,1,1,4,1,0,9,125,71,13,13,150,2,2,16,2,9,19,55,31,83,1,5,244,0,0,4,2,1,5,0,3,4,0,13,0,3,1,0,1,12,31,52,47,60,36,21,20,0,3,7,34,6,209,20,43,141,26,18,2,5,52,101,79,12,14,32,224,3,0,0,142,117,11,100,15,25
2018,4,Northeast,65,0,0,0,2,0,1,1,0,0,4,0,0,0,51,8,5,3,6,2,3,8,36,0,0,0,1,0,0,4,27,12,9,10,31,0,0,8,0,2,6,18,9,19,0,0,64,0,0,0,0,0,1,0,1,2,0,4,0,1,1,0,2,0,13,12,12,10,11,7,9,0,0,3,13,0,49,5,15,27,5,11,1,0,12,19,24,2,6,5,60,0,0,0,33,32,2,22,2,7
2018,4,South,253,2,0,0,1,0,6,7,3,8,25,1,1,1,238,5,26,7,18,17,13,30,136,2,5,1,5,3,0,20,117,70,9,9,129,4,4,27,3,6,23,54,34,76,3,3,240,0,0,7,1,3,3,1,5,4,1,16,5,5,4,0,0,0,44,50,40,49,41,29,23,0,1,5,49,10,188,17,50,113,50,16,2,5,44,114,66,11,18,12,237,2,1,1,128,125,5,73,11,22
2018,4,West,270,0,0,0,0,2,7,7,5,4,16,2,1,0,236,13,32,8,27,21,15,29,180,3,5,6,5,2,2,29,109,84,13,13,177,1,1,27,9,12,14,45,41,105,4,0,264,0,0,4,1,3,9,1,2,1,0,23,0,6,2,2,0,3,42,55,51,52,45,22,55,3,12,15,8,10,222,40,52,117,27,23,3,8,58,115,79,4,13,26,236,3,1,4,134,136,10,127,8,21
2018,5,Midwest,286,0,0,0,1,3,4,13,9,4,26,0,1,0,263,9,37,21,31,11,18,50,178,1,3,1,2,2,1,11,143,85,15,16,172,0,3,31,4,10,31,43,35,98,1,7,272,0,0,6,0,6,7,0,2,6,3,13,0,4,8,0,2,12,43,46,58,62,42,23,17,0,7,5,29,6,239,34,52,140,39,19,1,1,71,104,87,5,18,29,250,3,1,1,164,122,14,104,10,29
2018,5,Northeast,75,0,0,0,0,0,1,1,0,0,2,0,0,2,66,6,9,5,9,4,5,9,38,0,0,0,0,0,0,5,39,20,1,1,36,0,1,4,1,2,8,13,16,21,0,2,72,0,0,0,0,1,2,1,0,0,0,3,0,0,1,0,0,1,13,18,11,13,7,12,10,0,0,3,9,3,60,4,16,34,9,10,0,2,8,31,26,3,7,6,69,0,0,0,34,41,7,15,1,14
2018,5,South,283,0,0,0,0,1,7,14,12,14,34,1,5,1,257,8,28,7,22,15,8,31,178,0,4,0,4,0,0,19,133,81,9,11,178,0,3,39,2,5,22,53,34,114,0,1,270,0,1,10,2,3,4,3,1,5,0,15,0,8,7,1,0,7,45,53,55,54,46,23,43,0,3,4,64,9,203,27,49,139,40,24,2,2,49,115,71,20,28,23,258,0,1,1,156,127,6,105,17,29
2018,5,West,295,0,0,0,0,1,8,6,3,5,21,2,3,0,261,20,38,14,24,35,11,30,178,3,2,5,1,2,3,36,108,103,16,19,168,1,0,33,2,12,24,60,38,105,1,0,288,0,0,7,1,3,7,0,4,0,3,21,0,6,2,2,2,5,39,61,55,67,42,26,57,6,7,16,13,5,248,32,68,111,36,33,5,9,55,123,76,12,27,19,268,5,1,2,164,131,14,115,10,24
2018,6,Midwest,253,0,0,0,0,1,10,10,9,10,27,0,0,1,241,5,21,7,16,6,9,25,163,0,2,1,2,0,0,10,120,89,14,18,154,1,5,32,6,3,20,67,24,81,1,6,244,0,0,0,1,4,6,1,3,4,2,22,0,4,2,0,0,10,35,65,37,40,39,27,16,0,4,5,37,10,197,33,52,120,20,18,7,2,37,94,85,9,25,28,220,4,0,0,139,114,7,103,17,31
2018,6,Northeast,102,0,0,0,0,0,1,0,2,1,3,0,1,1,91,3,14,6,9,2,7,18,55,1,1,0,1,0,0,7,50,22,3,3,51,0,2,6,0,2,13,17,23,30,0,2,99,0,0,1,0,0,1,0,1,0,0,8,0,0,1,0,0,5,15,23,17,13,19,10,20,0,0,6,22,1,73,5,24,50,9,7,4,3,16,30,40,4,12,16,84,0,0,2,57,45,3,27,1,17
2018,6,South,328,1,0,0,6,7,7,12,4,11,33,0,0,0,301,11,38,19,25,25,14,43,190,2,0,2,2,1,0,20,151,90,20,21,180,1,2,30,4,5,33,74,45,95,4,5,308,0,0,13,1,3,3,1,4,4,1,10,2,3,10,0,0,10,54,50,61,68,51,34,50,0,4,9,50,9,256,41,49,166,40,24,1,4,66,136,85,15,26,30,293,2,1,2,172,156,10,106,21,32
2018,6,West,307,1,0,1,2,2,6,14,10,13,31,2,1,1,281,13,36,14,32,26,12,42,188,0,1,1,2,0,2,43,112,106,10,11,183,0,4,28,9,8,32,54,40,112,1,0,302,0,0,4,0,2,11,6,7,1,1,15,0,4,3,0,0,2,57,46,59,60,50,33,43,2,10,17,16,12,250,28,65,137,28,35,4,9,56,148,77,7,16,24,280,2,1,0,145,162,21,127,10,24
2018,7,Midwest,316,0,0,0,1,1,5,7,9,11,29,1,2,1,300,7,33,13,30,23,14,44,197,2,2,2,6,2,1,14,153,97,23,24,183,0,2,20,2,3,15,81,27,115,1,9,301,0,0,2,0,5,1,2,2,3,0,8,1,5,1,0,1,9,42,76,47,66,45,31,18,1,6,8,39,13,249,45,56,149,38,19,2,3,47,140,106,6,17,24,285,3,0,3,175,141,19,117,9,27
2018,7,Northeast,95,0,0,0,0,0,0,2,4,0,5,0,1,2,84,5,7,5,6,2,3,10,60,0,1,0,1,0,0,7,37,25,6,6,60,1,0,6,1,3,12,18,16,24,0,0,94,0,0,0,0,2,1,0,3,0,0,3,0,1,2,0,0,9,18,13,23,9,17,6,12,0,0,4,20,4,67,11,19,41,12,6,3,2,12,34,42,3,4,13,79,3,0,0,48,47,5,40,1,12
2018,7,South,340,0,0,0,2,0,8,6,7,9,26,4,1,0,312,15,25,12,24,15,11,36,202,2,0,2,1,1,0,28,157,103,16,18,194,1,4,21,4,8,35,68,42,115,3,5,320,0,0,8,1,2,6,2,4,3,2,11,0,3,4,0,0,11,62,60,60,57,58,32,38,1,4,13,68,5,249,29,49,174,42,30,9,4,64,131,109,10,25,30,305,1,1,3,178,162,17,96,16,34
2018,7,West,327,0,0,0,1,0,10,6,3,17,31,3,2,0,287,20,43,12,26,32,14,42,219,1,2,4,5,4,2,30,134,105,13,15,221,1,0,36,4,17,35,57,37,126,2,1,320,0,0,2,0,5,8,2,10,2,1,18,0,9,4,0,1,5,63,65,51,53,55,35,53,4,7,15,21,13,267,30,71,147,27,29,7,13,59,147,99,6,16,29,294,3,0,1,157,170,21,152,16,25
2018,8,Midwest,300,0,0,0,0,2,14,5,5,8,27,0,2,1,277,9,22,5,10,17,9,31,186,1,2,3,2,1,1,20,154,83,28,29,166,0,1,32,6,2,26,60,40,100,1,12,280,0,0,7,1,1,5,2,1,3,2,12,3,10,2,0,0,17,50,60,50,45,49,29,18,2,1,5,44,13,235,36,46,167,29,10,6,6,57,112,100,7,24,41,256,1,1,1,150,150,14,113,15,30
2018,8,Northeast,106,0,0,0,2,3,6,5,2,2,14,1,1,0,87,13,7,9,11,3,0,17,61,0,1,1,1,0,0,15,36,23,4,4,61,0,1,8,1,1,11,26,12,33,1,3,99,0,0,0,0,0,1,0,0,1,0,5,0,2,2,0,1,5,10,21,15,18,22,15,10,0,0,7,17,3,79,7,23,43,15,11,3,4,15,38,31,8,14,8,96,1,0,0,55,51,4,34,6,17
2018,8,South,329,0,0,1,0,0,3,10,7,7,26,2,2,1,295,11,35,14,26,18,13,51,194,3,2,3,2,3,0,22,148,103,18,18,174,1,1,44,8,8,23,55,49,119,0,0,320,0,0,6,3,6,6,3,0,3,1,16,0,14,10,0,1,4,43,70,62,84,37,29,37,1,6,11,68,7,236,42,70,143,49,15,5,5,61,143,76,19,29,30,297,0,1,1,182,147,6,109,17,27
2018,8,West,323,0,0,0,3,2,8,7,4,11,30,2,3,0,279,15,38,11,31,21,9,36,220,1,3,2,5,1,0,35,122,110,12,13,218,0,4,35,3,10,32,55,42,129,1,0,322,0,0,1,0,7,6,1,7,5,0,15,0,7,2,3,0,0,56,80,52,61,37,37,60,1,11,11,8,13,279,40,74,139,36,25,2,6,71,144,71,15,20,20,298,3,1,1,169,154,15,160,11,24
2018,9,Midwest,252,0,0,0,0,1,8,6,3,5,20,0,2,0,239,4,26,6,13,20,6,31,157,0,2,2,3,0,0,21,126,68,23,23,149,1,1,27,2,5,27,54,25,80,1,5,242,0,0,4,0,6,3,5,2,2,1,14,1,4,0,0,4,9,51,45,40,48,28,31,12,0,1,4,40,6,201,33,34,132,28,18,3,2,54,94,84,5,15,30,217,2,1,2,136,116,9,88,13,33
2018,9,Northeast,90,0,0,0,0,0,1,1,1,1,4,0,0,2,66,13,4,2,6,4,1,5,58,0,2,0,2,0,0,8,30,26,4,4,55,0,2,12,1,5,10,19,8,35,0,2,88,0,0,0,0,0,1,1,0,2,1,15,0,0,2,0,0,3,17,19,18,14,14,5,17,0,0,6,16,2,66,11,26,23,12,13,2,2,15,29,37,4,5,12,78,0,0,0,48,42,6,27,1,21
2018,9,South,285,0,0,0,0,1,12,8,9,12,30,0,3,4,262,7,36,9,28,15,15,55,164,2,0,0,4,0,0,23,130,72,6,8,164,1,1,27,0,17,27,56,38,100,1,2,272,0,0,10,0,3,5,5,5,1,0,19,1,2,4,1,0,4,41,47,57,57,40,39,35,0,1,6,70,15,193,29,45,120,47,34,5,5,66,105,75,17,22,23,260,2,0,0,156,129,12,99,12,24
2018,9,West,302,0,0,0,2,1,5,4,6,10,20,1,1,0,272,15,24,7,12,21,10,33,204,0,2,2,5,1,0,38,100,115,9,9,199,1,5,34,3,8,34,47,46,117,1,1,299,0,0,1,0,3,4,4,5,2,0,25,2,2,3,1,0,6,48,55,63,61,44,25,64,1,6,14,9,7,265,39,65,135,31,27,2,3,43,148,80,9,20,17,282,3,0,0,143,159,18,138,14,26
2018,10,Midwest,241,0,0,0,1,2,5,5,2,4,15,1,2,0,226,7,17,6,12,14,6,31,137,0,1,0,2,0,0,10,134,65,16,16,136,0,5,24,1,5,18,48,32,75,3,3,234,0,0,1,1,1,5,5,0,5,1,14,0,0,3,0,0,9,38,37,39,53,41,24,12,0,3,3,24,9,202,28,35,139,17,14,5,3,68,82,69,8,14,22,216,1,1,1,139,102,10,86,12,27
2018,10,Northeast,91,0,0,0,0,1,3,1,3,0,8,0,0,1,80,3,8,1,7,2,3,12,60,0,2,0,2,1,0,12,32,23,9,9,53,0,0,11,0,3,14,18,14,26,2,1,89,0,0,1,0,0,5,2,0,0,0,7,0,1,0,0,0,2,11,20,22,20,9,7,9,0,0,5,11,2,73,14,19,34,11,8,2,2,13,36,26,9,6,16,75,0,0,0,50,41,6,26,6,14
2018,10,South,280,0,0,0,1,1,7,10,11,8,30,2,1,0,258,6,36,19,22,16,15,41,186,2,2,2,7,2,0,20,139,80,7,8,179,0,1,35,3,7,23,47,34,97,3,2,268,0,0,9,0,1,8,2,3,5,2,13,0,8,5,0,0,6,57,70,55,33,43,16,48,0,3,6,56,8,207,41,49,113,46,18,4,9,46,111,83,10,30,39,237,4,0,0,154,126,4,104,18,27
2018,10,West,322,0,0,0,0,2,3,5,3,6,17,1,1,0,281,19,41,18,24,20,14,41,209,1,1,3,2,0,0,38,135,100,11,12,202,1,2,26,6,15,30,45,50,137,2,1,319,0,0,1,0,4,3,1,4,2,1,20,0,9,6,1,1,7,50,56,60,67,55,27,61,1,4,20,31,13,253,35,84,117,30,45,7,3,52,142,93,9,26,31,286,2,1,2,172,150,17,129,9,28
2018,11,Midwest,192,0,0,0,0,1,1,6,3,2,13,2,1,0,185,3,24,9,16,18,8,32,116,0,2,1,3,1,0,11,103,47,11,12,111,0,3,22,2,6,8,36,26,81,0,1,187,0,0,2,0,0,2,1,1,0,1,22,1,4,2,0,1,2,41,36,32,30,33,18,7,1,2,8,31,4,146,17,35,97,22,14,4,2,42,67,62,4,17,23,166,1,1,1,106,86,11,67,13,16
2018,11,Northeast,86,0,0,0,0,0,4,4,0,0,5,2,1,0,60,12,7,3,7,4,2,7,54,2,4,1,7,1,1,11,31,19,6,6,52,0,3,12,0,0,16,20,7,29,1,2,83,0,0,0,0,0,1,4,1,1,0,8,0,1,0,1,0,1,14,7,20,20,13,11,12,0,0,5,7,6,68,12,27,33,4,4,3,3,13,41,24,3,5,6,78,1,0,1,40,46,1,33,3,17
2018,11,South,286,0,0,0,0,2,5,10,10,7,20,0,1,4,260,10,32,7,9,12,4,25,173,2,0,1,1,0,0,23,130,85,10,12,167,2,1,31,4,16,26,71,41,94,1,0,279,0,0,6,3,2,1,0,6,7,4,18,0,6,6,1,7,10,42,52,52,52,47,31,43,0,4,2,60,10,210,28,52,131,51,12,2,4,47,118,82,17,21,17,255,6,0,2,142,144,7,96,15,32
2018,11,West,309,0,0,0,0,2,6,12,7,5,23,1,1,1,279,15,25,11,25,10,9,31,188,1,0,1,2,1,1,31,115,116,11,11,191,0,3,30,5,9,41,44,55,99,0,1,300,0,0,5,0,5,5,0,6,3,0,17,1,7,3,0,1,13,43,70,58,56,45,24,66,3,5,17,23,6,255,32,77,125,35,30,3,6,56,133,92,12,16,31,275,1,1,1,153,156,11,134,11,22
2018,12,Midwest,257,0,0,0,0,0,3,8,5,7,21,1,2,1,240,3,31,13,24,18,12,34,162,1,2,3,4,1,3,21,120,79,17,18,156,0,3,33,3,13,19,52,35,89,1,4,245,0,0,4,0,3,5,1,4,9,1,25,1,2,1,1,3,4,55,43,55,48,36,16,17,5,1,8,30,13,200,26,59,120,23,14,7,6,36,109,87,7,17,21,232,0,2,2,128,129,20,97,13,30
2018,12,Northeast,95,0,0,0,0,0,1,0,0,1,2,0,0,3,73,8,7,1,5,2,3,10,69,0,0,0,1,0,0,13,30,31,3,3,66,0,1,19,0,1,17,15,10,30,1,3,91,0,0,1,0,0,3,1,0,7,0,6,0,2,2,0,0,1,18,27,16,14,13,6,19,0,0,2,6,5,82,4,22,35,9,14,2,7,12,34,39,6,2,6,85,2,0,0,58,37,9,47,5,11
2018,12,South,319,0,0,0,0,0,7,7,2,12,27,0,3,3,289,8,27,13,21,17,14,47,205,1,1,1,2,1,1,26,150,85,13,15,197,4,4,41,8,15,29,67,40,110,0,0,303,0,0,11,0,4,9,5,6,4,2,28,0,6,8,1,0,9,49,70,44,69,44,34,42,2,4,9,62,7,235,47,67,132,38,20,10,2,49,130,96,17,27,32,279,7,1,0,174,145,19,113,19,25
2018,12,West,321,0,0,0,1,4,5,3,4,10,23,2,0,1,274,25,21,6,13,7,12,27,229,1,2,1,3,5,0,44,102,110,13,13,219,4,4,46,10,9,29,56,36,134,3,1,313,0,0,6,0,5,8,6,8,7,3,23,0,8,5,2,0,4,51,77,57,63,44,25,61,1,6,19,17,8,270,37,77,130,31,32,6,6,54,156,87,8,13,25,292,1,2,1,173,148,14,157,11,23
2019,1,Midwest,209,0,0,0,0,0,5,9,3,4,17,0,0,1,192,9,14,5,9,12,10,17,141,1,1,1,6,2,0,18,96,59,10,11,133,0,2,24,2,7,16,38,35,68,0,2,198,0,0,3,0,0,9,0,3,5,1,14,0,5,0,0,0,5,40,40,40,44,26,14,12,0,3,7,18,14,167,18,36,106,21,16,3,9,43,72,79,3,12,13,191,4,0,1,94,115,8,78,8,21
2019,1,Northeast,77,0,0,0,0,0,1,0,0,0,1,0,1,1,61,7,6,3,6,5,2,5,55,1,1,0,1,0,0,6,33,19,4,4,51,0,1,22,2,0,5,14,6,38,0,1,72,0,1,0,0,1,4,1,0,0,0,11,0,5,4,0,0,0,15,18,15,17,10,2,10,0,0,5,12,0,60,8,13,35,9,8,0,4,12,29,27,8,1,9,68,0,0,0,41,36,9,30,2,14
2019,1,South,223,1,0,0,0,0,9,8,10,8,24,0,0,1,208,8,16,10,22,12,11,35,148,0,1,1,2,0,0,12,104,67,16,18,134,2,0,19,3,4,16,53,33,71,0,0,214,0,0,7,0,3,1,0,4,2,2,8,0,4,4,0,0,4,35,35,41,50,34,24,32,0,3,0,55,3,162,29,37,104,32,14,2,4,38,76,65,13,30,18,194,8,0,2,118,105,7,89,11,15
2019,1,West,268,0,0,0,2,2,3,1,5,6,16,1,1,0,232,10,38,15,21,22,8,41,164,1,2,1,3,0,0,27,110,77,8,13,154,0,2,19,2,9,25,35,48,110,3,0,266,0,0,2,0,2,4,0,3,2,1,19,0,2,0,1,3,3,39,70,60,30,41,25,57,0,9,16,10,10,223,41,56,109,33,20,3,5,52,124,68,5,19,7,254,3,3,0,148,120,12,112,11,14
2019,2,Midwest,195,0,0,0,0,0,5,3,2,2,11,1,0,2,177,6,20,6,16,9,3,18,117,3,1,2,1,0,1,9,78,63,10,10,107,0,1,22,2,3,17,32,22,82,1,2,183,0,0,4,0,2,3,2,2,3,1,11,0,3,1,1,0,5,31,48,37,38,29,7,24,1,1,1,26,9,157,21,35,99,18,15,5,2,44,74,62,8,7,10,181,2,1,1,112,83,7,64,8,18
2019,2,Northeast,74,0,0,0,0,0,0,0,0,1,1,2,0,0,57,7,11,1,5,4,0,11,44,0,0,1,0,0,0,10,25,18,6,6,40,0,1,10,2,4,6,18,11,24,0,1,72,0,0,0,0,1,1,1,1,1,0,5,0,3,4,0,0,1,10,11,12,20,17,3,7,1,0,2,15,5,51,12,16,25,7,9,2,1,11,24,25,6,6,3,68,2,0,0,46,28,6,21,2,19
2019,2,South,241,0,1,0,1,1,6,11,6,6,21,1,2,2,222,7,25,9,18,17,14,27,153,0,1,1,2,0,1,21,115,69,4,4,152,2,4,19,6,5,30,54,24,96,1,1,232,0,0,4,0,6,3,2,5,1,5,10,0,2,3,0,0,6,27,44,49,49,39,27,31,0,3,6,40,5,187,20,47,112,32,20,4,2,43,109,56,11,21,13,217,8,0,3,129,112,11,77,18,25
2019,2,West,308,0,0,0,1,1,4,5,5,16,26,1,3,1,262,20,24,10,15,26,8,25,197,2,2,0,1,1,1,36,102,115,20,20,192,1,7,28,4,5,23,39,47,149,4,0,302,0,0,4,0,4,6,0,5,2,2,21,0,4,2,1,0,8,46,86,56,48,38,26,66,1,2,18,21,10,256,33,61,131,25,41,5,12,69,133,81,9,16,29,273,2,3,1,152,156,11,140,12,23
2019,3,Midwest,238,0,0,0,0,2,5,5,5,4,16,0,0,1,226,6,28,6,15,12,10,25,159,1,1,1,1,0,1,20,100,86,6,6,166,0,2,32,5,5,24,34,40,94,0,0,232,0,0,1,0,3,5,3,2,4,5,20,0,4,1,0,0,5,48,51,41,45,26,22,17,1,2,5,17,13,200,32,37,136,12,12,5,4,35,113,60,10,20,14,217,1,5,1,127,111,20,100,11,28
