"","Region","Year","Month","referenceSex_male","referenceSex_female","referenceSex_unknown","reference_age_10s","reference_age_20s","reference_age_30s","reference_age_40s","reference_age_50s","reference_age_60s","reference_age_70sOlder","reference_age_Unknown","reference_raceAAPI","reference_raceAmericanIndian","reference_raceAsian","reference_raceBlack","reference_raceWhite","reference_raceUnknown","reference_hispanic_yes","reference_hispanic_unknown","offernderRelation_boyfriend_girlfriend_yes","offernderRelation_child_yes","offernderRelation_employee_yes","offernderRelation_exspouse_yes","offernderRelation_friend_yes","offernderRelation_otherRelative_yes","offernderRelation_parent_yes","offernderRelation_sibling_yes","offernderRelation_spouse_yes","offernderRelation_suporvisor_yes","Total"
"1902","West",1999,"July",4.10046130198684e-06,1.12122155741552e-06,0,1.04113434498934e-06,1.60174469727951e-06,9.77064570430332e-07,6.88750534116221e-07,2.88314234890597e-07,2.08226955759152e-07,2.56279324007696e-07,8.00872958077763e-08,0,1.92209499163186e-07,1.92209499163186e-07,1.15325644059009e-06,3.63595676450534e-06,4.80523782543428e-08,1.82598874997405e-06,1.297413402176e-06,3.52384053577693e-07,1.12122212334974e-07,0,3.20349190927875e-08,1.60174585201578e-07,9.61047541996546e-08,9.61047541996546e-08,6.4069837159339e-08,2.40261868181407e-07,1.60174596746733e-08,5.22167826188876e-06
"1903","West",1999,"June",3.70002636870995e-06,1.04113434498934e-06,0,6.72733085217019e-07,1.68183186480799e-06,9.45029681611479e-07,6.88750534116221e-07,2.72296779577426e-07,1.60174585201578e-07,1.28139670213734e-07,6.4069837159339e-08,0,4.80523782543428e-08,1.92209499163186e-07,1.02511690173442e-06,3.34764349478626e-06,1.28139670213734e-07,1.47360521589291e-06,1.61776213129832e-06,2.40261868181407e-07,1.28139670213734e-07,0,3.20349190927875e-08,1.28139670213734e-07,6.4069837159339e-08,1.12122212334974e-07,9.61047541996546e-08,1.60174585201578e-07,0,4.74115686148389e-06
"1904","West",1999,"March",3.17145201125927e-06,1.00909945822295e-06,0,5.7662838665612e-07,1.31343084106942e-06,7.68837774763851e-07,6.72733085217019e-07,2.72296779577426e-07,1.76192042310662e-07,2.08226955759152e-07,4.80523782543428e-08,0,9.61047541996546e-08,1.28139670213734e-07,9.77064570430332e-07,2.96322567274464e-06,1.60174596746733e-08,1.16927388179254e-06,1.32944827970628e-06,2.08226955759152e-07,2.24244412098559e-07,0,0,3.6840150760807e-07,9.61047541996546e-08,8.00872958077763e-08,1.60174596746733e-08,1.60174585201578e-07,0,4.18054826940045e-06
"1905","West",1999,"May",3.36366090084028e-06,1.13723899913109e-06,0,7.84855222123701e-07,1.50564008777891e-06,9.77064570430332e-07,5.44593485009335e-07,2.88314234890597e-07,9.61047541996546e-08,9.61047541996546e-08,0,0,1.44157127835936e-07,1.76192042310662e-07,9.45029681611479e-07,3.20348682875501e-06,3.20349190927875e-08,1.36148315621033e-06,1.26537852361948e-06,2.08226955759152e-07,1.60174585201578e-07,0,1.60174596746733e-08,1.60174585201578e-07,4.80523782543428e-08,8.00872958077763e-08,1.60174596746733e-08,2.24244412098559e-07,1.60174596746733e-08,4.50089607469362e-06
"1906","West",1999,"November",3.57188715619581e-06,1.1052041154434e-06,0,6.40698186648939e-07,1.55369239368372e-06,9.45029681611479e-07,5.7662838665612e-07,3.04331689947209e-07,1.44157127835936e-07,1.92209499163186e-07,8.00872958077763e-08,0,8.00872958077763e-08,3.20349144747263e-07,7.04767982758864e-07,3.49180014003637e-06,8.00872958077763e-08,1.68183186480799e-06,1.297413402176e-06,2.72296779577426e-07,2.88314234890597e-07,0,0,1.28139670213734e-07,6.4069837159339e-08,4.80523782543428e-08,3.20349190927875e-08,1.76192042310662e-07,0,4.67708732398406e-06
"1907","West",1999,"October",3.66799156712076e-06,1.1052041154434e-06,0,6.24680736980061e-07,1.84200618040105e-06,9.45029681611479e-07,6.08663287054625e-07,1.92209499163186e-07,1.60174585201578e-07,2.08226955759152e-07,6.4069837159339e-08,0,4.80523782543428e-08,2.08226955759152e-07,8.9697734645901e-07,3.5398523505017e-06,8.00872958077763e-08,1.61776213129832e-06,1.18529132273842e-06,2.24244412098559e-07,1.12122212334974e-07,0,1.60174596746733e-08,1.28139670213734e-07,9.61047541996546e-08,1.28139670213734e-07,1.60174596746733e-08,2.72296779577426e-07,1.60174596746733e-08,4.77319162869446e-06
"1908","West",1999,"September",4.03639172343793e-06,1.1052041154434e-06,0,8.48925008997515e-07,1.52165752333707e-06,1.16927388179254e-06,7.20785431144949e-07,2.88314234890597e-07,9.61047541996546e-08,2.88314234890597e-07,6.4069837159339e-08,0,1.44157127835936e-07,2.40261868181407e-07,8.00872669226992e-07,3.90825255402538e-06,4.80523782543428e-08,1.92209332868768e-06,1.68183186480799e-06,1.76192042310662e-07,1.28139670213734e-07,0,1.60174596746733e-08,1.60174585201578e-07,3.20349190927875e-08,8.00872958077763e-08,3.20349190927875e-08,3.20349144747263e-07,0,5.14159137785606e-06
"1909","West",2000,"April",3.40483250396495e-06,8.35446085936216e-07,0,6.30525412496998e-07,1.35562914511605e-06,8.66972339575858e-07,6.77814802385342e-07,2.67973348910573e-07,7.88156981927939e-08,1.41868252407678e-07,1.57631402243298e-08,0,3.15262799781384e-08,2.83736484688758e-07,1.00884046898775e-06,2.82159812946949e-06,9.45788371747409e-08,1.48173408855761e-06,1.15070857827307e-06,1.10341975908211e-07,1.41868252407678e-07,3.15262799781384e-08,0,2.36447076164686e-07,7.88156981927939e-08,4.7289419705515e-08,4.7289419705515e-08,2.20683939641072e-07,0,4.2402757453532e-06
"1910","West",2000,"August",4.0668819223915e-06,1.04036671738296e-06,0,6.77814802385342e-07,1.68665458756666e-06,8.66972339575858e-07,7.88156703502158e-07,3.94078429288931e-07,1.57631390395719e-07,2.9949962044051e-07,6.3052559184415e-08,0,1.26105114393205e-07,1.73394528135283e-07,1.08765608789016e-06,3.64127877529045e-06,7.88156981927939e-08,1.7181808143709e-06,1.10341921074758e-06,1.73394528135283e-07,9.45788371747409e-08,0,1.57631402243298e-08,1.57631390395719e-07,3.15262799781384e-08,6.3052559184415e-08,3.15262799781384e-08,3.31025891198586e-07,0,5.10724440873667e-06
"1911","West",2000,"December",4.03535576963286e-06,1.19799794356228e-06,3.15262799781384e-08,8.19682958632658e-07,1.67089147368081e-06,8.98498592221596e-07,9.14261718282773e-07,3.78315295250081e-07,1.26105114393205e-07,2.9949962044051e-07,1.41868252407678e-07,0,4.7289419705515e-08,2.52210212661868e-07,1.35562914511605e-06,3.49941101911515e-06,1.10341975908211e-07,1.63936524538571e-06,1.4344447366861e-06,1.89157665404326e-07,1.57631390395719e-07,1.57631402243298e-08,4.7289419705515e-08,3.31025891198586e-07,1.57631402243298e-08,1.26105114393205e-07,7.88156981927939e-08,3.94078429288931e-07,0,5.26487499407247e-06
"1912","West",2000,"February",2.96346598158256e-06,8.66972339575858e-07,0,5.35946625789405e-07,1.02460359330959e-06,6.93577931703141e-07,7.09341060994509e-07,3.31025891198586e-07,1.57631390395719e-07,2.04920802646937e-07,4.7289419705515e-08,0,7.88156981927939e-08,1.41868252407678e-07,7.251041900374e-07,2.79007193722977e-06,9.45788371747409e-08,1.15070857827307e-06,1.07189296456222e-06,1.41868252407678e-07,6.3052559184415e-08,0,0,1.57631390395719e-07,9.45788371747409e-08,7.88156981927939e-08,1.57631402243298e-08,3.62552160740711e-07,0,3.8304357519203e-06
"1913","West",2000,"January",3.65704185789485e-06,8.35446085936216e-07,0,7.251041900374e-07,1.37139226397142e-06,9.77314219820675e-07,5.83236020372367e-07,2.04920802646937e-07,1.41868252407678e-07,2.20683939641072e-07,4.7289419705515e-08,0,7.88156981927939e-08,2.04920802646937e-07,9.14261718282773e-07,3.21567544682924e-06,7.88156981927939e-08,1.46597097144157e-06,1.27681354755613e-06,1.26105114393205e-07,1.26105114393205e-07,0,0,1.73394528135283e-07,9.45788371747409e-08,9.45788371747409e-08,0,3.15262755943786e-07,0,4.49248488857663e-06
"1914","West",2000,"July",3.9407773051715e-06,9.61551094753403e-07,0,1.07189296456222e-06,1.60783901587467e-06,6.62051672597022e-07,6.93577931703141e-07,3.62552160740711e-07,3.15262799781384e-08,2.52210212661868e-07,7.88156981927939e-08,0,3.15262799781384e-08,1.10341975908211e-07,1.33986602623424e-06,3.35754324303543e-06,6.3052559184415e-08,1.74970704040328e-06,1.08765608789016e-06,9.45788371747409e-08,1.57631390395719e-07,0,1.57631402243298e-08,2.20683939641072e-07,1.57631402243298e-08,1.10341975908211e-07,1.57631402243298e-08,2.67973348910573e-07,1.57631402243298e-08,4.90232461067546e-06
"1915","West",2000,"June",4.12993422514913e-06,1.04036671738296e-06,0,7.72393575453172e-07,1.60783901587467e-06,1.02460359330959e-06,7.251041900374e-07,3.62552160740711e-07,1.73394528135283e-07,2.9949962044051e-07,7.88156981927939e-08,0,4.7289419705515e-08,2.36447076164686e-07,1.33986602623424e-06,3.45212176265819e-06,9.45788371747409e-08,1.68665458756666e-06,1.33986602623424e-06,1.41868252407678e-07,1.10341975908211e-07,0,1.57631402243298e-08,2.83736484688758e-07,1.41868252407678e-07,7.88156981927939e-08,4.7289419705515e-08,2.04920802646937e-07,0,5.17029664567504e-06
"1916","West",2000,"March",2.66396715899802e-06,8.51209212769253e-07,0,4.41367830358709e-07,1.13494545616108e-06,6.30525412496998e-07,5.35946625789405e-07,2.04920802646937e-07,1.41868252407678e-07,1.57631390395719e-07,4.7289419705515e-08,0,1.41868252407678e-07,1.10341975908211e-07,6.93577931703141e-07,2.55362546486151e-06,1.57631402243298e-08,1.11918233357857e-06,9.61551094753403e-07,1.57631390395719e-07,2.04920802646937e-07,0,0,2.04920802646937e-07,3.15262799781384e-08,9.45788371747409e-08,0,2.04920802646937e-07,0,3.51517410417787e-06
"1917","West",2000,"May",3.3890694171629e-06,9.61551094753403e-07,0,6.77814802385342e-07,1.18223482219572e-06,9.93077344639472e-07,5.83236020372367e-07,2.67973348910573e-07,1.57631390395719e-07,2.67973348910573e-07,6.3052559184415e-08,0,1.57631402243298e-08,1.57631390395719e-07,1.05612984098581e-06,3.08957072204608e-06,3.15262799781384e-08,1.57631278559177e-06,9.77314219820675e-07,1.57631390395719e-07,2.04920802646937e-07,0,0,1.26105114393205e-07,4.7289419705515e-08,4.7289419705515e-08,3.15262799781384e-08,3.78315295250081e-07,1.57631402243298e-08,4.35061725338203e-06
"1918","West",2000,"November",3.13685999564782e-06,7.88156703502158e-07,0,4.41367830358709e-07,1.33986602623424e-06,7.88156703502158e-07,6.30525412496998e-07,1.89157665404326e-07,7.88156981927939e-08,2.83736484688758e-07,6.3052559184415e-08,0,7.88156981927939e-08,1.10341975908211e-07,8.19682958632658e-07,2.80583503347386e-06,1.10341975908211e-07,1.18223482219572e-06,8.98498592221596e-07,1.89157665404326e-07,1.41868252407678e-07,0,0,6.3052559184415e-08,9.45788371747409e-08,9.45788371747409e-08,1.57631402243298e-08,2.20683939641072e-07,0,3.9250142268176e-06
"1919","West",2000,"October",3.64127877529045e-06,9.93077344639472e-07,0,7.56630447155709e-07,1.48173408855761e-06,1.07189296456222e-06,6.14762281963249e-07,2.36447076164686e-07,1.41868252407678e-07,1.89157665404326e-07,1.57631402243298e-08,0,9.45788371747409e-08,2.20683939641072e-07,1.00884046898775e-06,3.21567544682924e-06,9.45788371747409e-08,1.63936524538571e-06,1.37139226397142e-06,1.89157665404326e-07,6.3052559184415e-08,0,0,1.41868252407678e-07,6.3052559184415e-08,9.45788371747409e-08,0,2.67973348910573e-07,0,4.6343525036448e-06
"1920","West",2000,"September",3.72009418649385e-06,1.04036671738296e-06,0,5.98999151181024e-07,1.52902343819283e-06,9.93077344639472e-07,7.40867318609771e-07,3.31025891198586e-07,1.41868252407678e-07,9.45788371747409e-08,3.15262799781384e-08,0,9.45788371747409e-08,2.52210212661868e-07,9.93077344639472e-07,3.32601706791406e-06,9.45788371747409e-08,1.51326032182222e-06,1.30833978728112e-06,2.20683939641072e-07,1.57631390395719e-07,0,3.15262799781384e-08,1.57631390395719e-07,6.3052559184415e-08,6.3052559184415e-08,0,2.36447076164686e-07,0,4.76045703362384e-06
"1921","West",2001,"April",3.52334344238849e-06,1.10201624344246e-06,1.55213640734592e-08,6.67418433395791e-07,1.5676565448193e-06,8.53674660733925e-07,6.67418433395791e-07,2.94905874201253e-07,2.63863154708323e-07,1.70734990447629e-07,4.65640912755948e-08,0,1.24170904953939e-07,2.94905874201253e-07,8.53674660733925e-07,3.32156639977387e-06,4.65640912755948e-08,1.38140045024266e-06,1.17962297543261e-06,1.70734990447629e-07,1.70734990447629e-07,0,4.65640912755948e-08,1.08649542788914e-07,9.31281801609306e-08,9.31281801609306e-08,6.20854544042713e-08,2.94905874201253e-07,1.55213640734592e-08,4.64087709534002e-06
"1922","West",2001,"August",4.25284471846446e-06,1.13305893691685e-06,0,6.9846114036127e-07,2.17298861221791e-06,1.07097354900442e-06,6.82939786887964e-07,2.63863154708323e-07,9.31281801609306e-08,1.39692267100097e-07,1.55213640734592e-08,0,3.10427276839611e-08,1.39692267100097e-07,1.45900716055073e-06,3.66303521730566e-06,9.31281801609306e-08,1.8315192858812e-06,1.50557118388903e-06,2.01777712831511e-07,2.48341794711511e-07,0,0,1.55213629005342e-07,9.31281801609306e-08,1.08649542788914e-07,4.65640912755948e-08,1.86256351871049e-07,0,5.38589883689262e-06
"1923","West",2001,"December",3.86481219101973e-06,1.07097354900442e-06,0,7.295038463631e-07,1.53661386483599e-06,1.16410162942759e-06,6.20854371029706e-07,3.72512668828631e-07,9.31281801609306e-08,2.01777712831511e-07,6.20854544042713e-08,0,6.20854544042713e-08,2.63863154708323e-07,7.45025199113669e-07,3.7872056676401e-06,7.76068175140796e-08,1.61422056287641e-06,1.44348581888212e-06,2.01777712831511e-07,2.63863154708323e-07,0,3.10427276839611e-08,1.70734990447629e-07,4.65640912755948e-08,1.08649542788914e-07,4.65640912755948e-08,2.17299073773105e-07,0,4.93578160114477e-06
"1924","West",2001,"February",2.74727767101078e-06,1.05545220153505e-06,0,4.81162171144223e-07,1.19514432119672e-06,7.91589255475812e-07,5.58768951316848e-07,2.32820434251742e-07,2.17299073773105e-07,1.39692267100097e-07,1.55213640734592e-08,0,6.20854544042713e-08,2.32820434251742e-07,7.295038463631e-07,2.76279899222076e-06,1.55213640734592e-08,1.33483642112247e-06,9.4680276161577e-07,1.86256351871049e-07,1.08649542788914e-07,1.55213640734592e-08,1.55213640734592e-08,1.08649542788914e-07,3.10427276839611e-08,6.20854544042713e-08,9.31281801609306e-08,3.10427233697372e-07,0,3.80272697270903e-06
"1925","West",2001,"January",3.6164712946495e-06,1.16410162942759e-06,1.55213640734592e-08,6.36375725466661e-07,1.42796447719465e-06,1.07097354900442e-06,6.9846114036127e-07,3.41469951744826e-07,1.39692267100097e-07,2.17299073773105e-07,7.76068175140796e-08,0,9.31281801609306e-08,1.70734990447629e-07,9.4680276161577e-07,3.53886475177495e-06,4.65640912755948e-08,1.44348581888212e-06,1.5676565448193e-06,2.32820434251742e-07,2.32820434251742e-07,0,1.55213640734592e-08,1.39692267100097e-07,4.65640912755948e-08,1.08649542788914e-07,3.10427276839611e-08,2.17299073773105e-07,0,4.79609000401971e-06
"1926","West",2001,"July",4.47014286810042e-06,1.11753759041113e-06,0,7.45025199113669e-07,2.04881796166727e-06,1.21066566649788e-06,7.13982493371619e-07,2.63863154708323e-07,1.70734990447629e-07,1.39692267100097e-07,4.65640912755948e-08,0,6.20854544042713e-08,3.10427233697372e-07,1.5676565448193e-06,3.56990736960309e-06,7.76068175140796e-08,1.78495527772035e-06,1.5676565448193e-06,2.32820434251742e-07,2.17299073773105e-07,0,0,1.70734990447629e-07,1.55213640734592e-08,4.65640912755948e-08,4.65640912755948e-08,1.86256351871049e-07,0,5.58767546297281e-06
"1927","West",2001,"June",3.47677951322773e-06,1.03993085360273e-06,0,6.9846114036127e-07,1.64526324067265e-06,7.60546551401281e-07,7.13982493371619e-07,2.94905874201253e-07,1.24170904953939e-07,1.39692267100097e-07,3.10427276839611e-08,0,9.31281801609306e-08,3.41469951744826e-07,8.38153309891788e-07,3.16635326245094e-06,7.76068175140796e-08,1.44348581888212e-06,1.25722970139996e-06,1.86256351871049e-07,6.20854544042713e-08,0,1.55213640734592e-08,2.48341794711511e-07,4.65640912755948e-08,9.31281801609306e-08,1.55213640734592e-08,2.48341794711511e-07,0,4.51670675122834e-06
"1928","West",2001,"March",3.53886475177495e-06,9.62324110771522e-07,0,6.36375725466661e-07,1.55213520483708e-06,7.91589255475812e-07,6.9846114036127e-07,2.94905874201253e-07,1.55213629005342e-07,1.70734990447629e-07,6.20854544042713e-08,0,3.10427276839611e-08,9.31281801609306e-08,1.13305893691685e-06,3.16635326245094e-06,7.76068175140796e-08,1.17962297543261e-06,1.76943394133294e-06,1.39692267100097e-07,2.17299073773105e-07,0,1.55213640734592e-08,6.20854544042713e-08,3.10427276839611e-08,1.08649542788914e-07,4.65640912755948e-08,2.79384514686267e-07,0,4.50118545701926e-06
"1929","West",2001,"May",4.0665891242419e-06,1.02440950542949e-06,0,6.20854371029706e-07,1.78495527772035e-06,1.21066566649788e-06,7.13982493371619e-07,2.17299073773105e-07,1.24170904953939e-07,1.24170904953939e-07,3.10427276839611e-08,0,9.31281801609306e-08,1.86256351871049e-07,1.08649489645491e-06,3.69407783127922e-06,3.10427276839611e-08,1.73839126761334e-06,1.38140045024266e-06,1.70734990447629e-07,1.39692267100097e-07,1.55213640734592e-08,0,2.94905874201253e-07,6.20854544042713e-08,4.65640912755948e-08,3.10427276839611e-08,1.55213629005342e-07,0,5.09099446382945e-06
"1930","West",2001,"November",3.60094998646759e-06,8.84717361917508e-07,0,7.295038463631e-07,1.58317788433857e-06,8.07110607262731e-07,6.20854371029706e-07,2.17299073773105e-07,1.39692267100097e-07,1.55213629005342e-07,7.76068175140796e-08,0,6.20854544042713e-08,1.70734990447629e-07,8.84717361917508e-07,3.29052377423657e-06,7.76068175140796e-08,1.69182725511608e-06,1.00888815723739e-06,1.08649542788914e-07,2.01777712831511e-07,1.55213640734592e-08,6.20854544042713e-08,1.39692267100097e-07,1.55213640734592e-08,3.10427276839611e-08,6.20854544042713e-08,2.01777712831511e-07,0,4.48566416279132e-06
"1931","West",2001,"October",4.37701509556203e-06,1.07097354900442e-06,1.55213640734592e-08,6.67418433395791e-07,1.8315192858812e-06,1.10201624344246e-06,6.9846114036127e-07,4.19076742758515e-07,1.08649542788914e-07,3.10427233697372e-07,9.31281801609306e-08,0,6.20854544042713e-08,2.63863154708323e-07,1.58317788433857e-06,3.46125820287763e-06,9.31281801609306e-08,1.42796447719465e-06,1.78495527772035e-06,2.94905874201253e-07,2.32820434251742e-07,1.55213640734592e-08,4.65640912755948e-08,2.01777712831511e-07,3.10427276839611e-08,4.65640912755948e-08,1.55213640734592e-08,2.01777712831511e-07,0,5.46350523620333e-06
"1932","West",2001,"September",4.09763172568811e-06,1.33483642112247e-06,0,7.295038463631e-07,2.09538195754162e-06,1.02440950542949e-06,6.20854371029706e-07,3.10427233697372e-07,2.32820434251742e-07,2.01777712831511e-07,1.55213640734592e-08,0,4.65640912755948e-08,2.94905874201253e-07,1.16410162942759e-06,3.86481219101973e-06,6.20854544042713e-08,1.92464729547624e-06,1.42796447719465e-06,4.03555384948785e-07,9.31281801609306e-08,0,7.76068175140796e-08,2.17299073773105e-07,6.20854544042713e-08,9.31281801609306e-08,7.76068175140796e-08,2.32820434251742e-07,0,5.43246267715736e-06
"1933","West",2002,"April",4.04211578419051e-06,1.1330189511697e-06,1.53110754013392e-08,8.11486676558613e-07,1.80670528664587e-06,9.79908357073889e-07,4.89954298564493e-07,3.52154676474582e-07,1.6842181718727e-07,3.36843606008635e-07,4.59332257227751e-08,0,1.07177523330454e-07,2.29666107293222e-07,1.11770789288166e-06,3.65934036863924e-06,7.65553748844504e-08,1.6689058457816e-06,1.63828374538108e-06,1.5311074413022e-07,1.07177523330454e-07,0,0,1.99043962820126e-07,7.65553748844504e-08,1.07177523330454e-07,1.53110754013392e-08,2.90910393648311e-07,0,5.19044115196505e-06
"1934","West",2002,"August",4.42489105322482e-06,1.11770789288166e-06,0,9.03353051345936e-07,1.82201633438464e-06,1.10239683435919e-06,8.11486676558613e-07,4.28710024399705e-07,1.07177523330454e-07,1.6842181718727e-07,3.0622150790294e-08,0,1.2248859709079e-07,2.60288251050646e-07,1.30144057753198e-06,3.79713953522304e-06,6.12443004208272e-08,1.79139423845064e-06,1.73015004399155e-06,1.8373289000989e-07,1.6842181718727e-07,0,0,1.6842181718727e-07,9.18664493356891e-08,1.5311074413022e-07,4.59332257227751e-08,2.44977179400171e-07,1.53110754013392e-08,5.54259400038453e-06
"1935","West",2002,"December",4.19522590943067e-06,1.08708577538025e-06,0,6.27753901887715e-07,1.85263842938092e-06,1.05646365716317e-06,8.72730927280529e-07,2.75599322466693e-07,9.18664493356891e-08,1.99043962820126e-07,1.53110754013392e-08,0,6.12443004208272e-08,2.44977179400171e-07,1.28612952182265e-06,3.6440293490318e-06,4.59332257227751e-08,1.51579533373574e-06,1.65359479569856e-06,1.99043962820126e-07,1.37799670838742e-07,0,1.53110754013392e-08,2.75599322466693e-07,6.12443004208272e-08,7.65553748844504e-08,0,2.60288251050646e-07,0,5.28230712425256e-06
"1936","West",2002,"February",3.10814351286194e-06,1.04115259748095e-06,0,4.44021093237034e-07,1.20957423953755e-06,9.79908357073889e-07,7.5024242208584e-07,2.90910393648311e-07,7.65553748844504e-08,1.2248859709079e-07,1.53110754013392e-08,0,6.12443004208272e-08,1.2248859709079e-07,1.05646365716317e-06,2.81723393877499e-06,9.18664493356891e-08,1.22488529641902e-06,1.16364106726453e-06,1.5311074413022e-07,1.99043962820126e-07,0,0,1.07177523330454e-07,7.65553748844504e-08,1.07177523330454e-07,0,2.75599322466693e-07,0,4.1492928742979e-06
"1937","West",2002,"January",4.02680477044376e-06,9.33975174251586e-07,0,5.97131769382875e-07,1.8679494764164e-06,1.04115259748095e-06,7.96175613347574e-07,3.36843606008635e-07,1.37799670838742e-07,9.18664493356891e-08,3.0622150790294e-08,0,9.18664493356891e-08,1.8373289000989e-07,1.19426318219961e-06,3.41436402590085e-06,7.65553748844504e-08,1.82201633438464e-06,1.24019635306606e-06,1.6842181718727e-07,1.07177523330454e-07,0,3.0622150790294e-08,2.90910393648311e-07,3.0622150790294e-08,1.2248859709079e-07,6.12443004208272e-08,2.29666107293222e-07,0,4.96077618376899e-06
"1938","West",2002,"July",4.47082407569853e-06,1.10239683435919e-06,0,7.5024242208584e-07,1.82201633438464e-06,1.08708577538025e-06,8.57419865007204e-07,3.67465746484056e-07,1.2248859709079e-07,2.90910393648311e-07,7.65553748844504e-08,0,4.59332257227751e-08,1.5311074413022e-07,1.28612952182265e-06,4.02680477044376e-06,6.12443004208272e-08,2.05168202322289e-06,1.28612952182265e-06,1.8373289000989e-07,1.37799670838742e-07,0,1.53110754013392e-08,2.14355035173888e-07,1.2248859709079e-07,4.59332257227751e-08,6.12443004208272e-08,2.60288251050646e-07,0,5.57321598144915e-06
"1939","West",2002,"June",3.87369461941661e-06,8.57419865007204e-07,0,6.73687098775739e-07,1.51579533373574e-06,1.04115259748095e-06,6.4306496767747e-07,2.90910393648311e-07,1.07177523330454e-07,2.29666107293222e-07,3.0622150790294e-08,0,9.18664493356891e-08,2.29666107293222e-07,1.16364106726453e-06,3.16938762292699e-06,7.65553748844504e-08,1.43924006903277e-06,1.16364106726453e-06,1.99043962820126e-07,1.99043962820126e-07,0,3.0622150790294e-08,2.60288251050646e-07,6.12443004208272e-08,4.59332257227751e-08,0,1.6842181718727e-07,0,4.73111116304895e-06
"1940","West",2002,"March",3.8124505524862e-06,1.10239683435919e-06,3.0622150790294e-08,7.96175613347574e-07,1.54641743810916e-06,9.9521941769383e-07,6.4306496767747e-07,2.90910393648311e-07,2.14355035173888e-07,1.6842181718727e-07,7.65553748844504e-08,0,1.2248859709079e-07,1.99043962820126e-07,1.19426318219961e-06,3.36843095490071e-06,6.12443004208272e-08,1.54641743810916e-06,1.10239683435919e-06,1.07177523330454e-07,3.21532535530304e-07,0,0,1.5311074413022e-07,1.37799670838742e-07,9.18664493356891e-08,3.0622150790294e-08,1.5311074413022e-07,0,4.94546518408785e-06
"1941","West",2002,"May",4.08804882424625e-06,9.9521941769383e-07,0,6.73687098775739e-07,1.8679494764164e-06,1.10239683435919e-06,7.65553486000165e-07,2.29666107293222e-07,1.2248859709079e-07,1.37799670838742e-07,3.0622150790294e-08,0,6.12443004208272e-08,2.75599322466693e-07,1.30144057753198e-06,3.35311993083915e-06,9.18664493356891e-08,1.71483899484621e-06,1.02584153778634e-06,1.99043962820126e-07,1.2248859709079e-07,0,1.53110754013392e-08,2.14355035173888e-07,4.59332257227751e-08,7.65553748844504e-08,3.0622150790294e-08,2.75599322466693e-07,0,5.08326417344485e-06
"1942","West",2002,"November",3.95024969797155e-06,8.88041989541469e-07,0,7.34931357937086e-07,1.68421689563022e-06,9.79908357073889e-07,5.97131769382875e-07,3.06221464817544e-07,1.37799670838742e-07,1.5311074413022e-07,3.0622150790294e-08,0,7.65553748844504e-08,1.99043962820126e-07,1.14833000922331e-06,3.32249788179072e-06,9.18664493356891e-08,1.71483899484621e-06,1.34737374347543e-06,1.07177523330454e-07,2.14355035173888e-07,0,1.53110754013392e-08,1.99043962820126e-07,3.0622150790294e-08,1.07177523330454e-07,1.53110754013392e-08,1.8373289000989e-07,0,4.83828817931186e-06
"1943","West",2002,"October",3.8124505524862e-06,1.08708577538025e-06,0,5.20576434351337e-07,1.77608319024302e-06,9.03353051345936e-07,6.27753901887715e-07,3.52154676474582e-07,1.8373289000989e-07,3.36843606008635e-07,1.2248859709079e-07,0,6.12443004208272e-08,2.14355035173888e-07,1.07177471638893e-06,3.39905300232053e-06,1.5311074413022e-07,1.45455112239781e-06,1.68421689563022e-06,2.14355035173888e-07,1.2248859709079e-07,0,1.53110754013392e-08,1.99043962820126e-07,1.2248859709079e-07,3.0622150790294e-08,1.53110754013392e-08,2.75599322466693e-07,0,4.89953218341583e-06
"1944","West",2002,"September",4.56269011431643e-06,1.28612952182265e-06,1.53110754013392e-08,7.96175613347574e-07,2.22010349486253e-06,1.25550740947867e-06,7.19620293331859e-07,3.67465746484056e-07,1.5311074413022e-07,1.99043962820126e-07,3.0622150790294e-08,0,7.65553748844504e-08,3.21532535530304e-07,1.5617284898332e-06,3.78182851750341e-06,1.2248859709079e-07,2.09761515470539e-06,1.25550740947867e-06,2.60288251050646e-07,9.18664493356891e-08,0,0,2.14355035173888e-07,1.2248859709079e-07,3.0622150790294e-08,0,3.21532535530304e-07,0,5.86412475379576e-06
"1945","West",2003,"April",3.81145609975988e-06,9.67990226874761e-07,0,6.20118846955918e-07,1.37636082292625e-06,1.17973796420425e-06,7.25992757944772e-07,2.72247346022535e-07,1.66373386993866e-07,2.87372196492463e-07,1.05873976643279e-07,0,1.36123682387117e-07,1.81498238843077e-07,1.25536214519392e-06,3.19133923158775e-06,1.51248545876282e-08,1.42173532332908e-06,1.36123598892711e-06,1.66373386993866e-07,1.5124853469385e-07,0,0,1.36123682387117e-07,6.04994165338565e-08,4.53745628545565e-08,4.53745628545565e-08,1.81498238843077e-07,3.02497087244507e-08,4.7794426371912e-06
