Region,Year,Month,Male,Female,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,AAPI,Native,Asian,Black,White,Hispanic
South,2020,June,5.47E-06,1.69E-06,7.82E-07,2.28E-06,1.63E-06,8.53E-07,6.08E-07,4.03E-07,2.53E-07,0,7.11E-08,4.74E-08,4.30E-06,2.69E-06,6.24E-07
South,2020,March,4.48E-06,1.44E-06,7.03E-07,1.82E-06,1.26E-06,8.21E-07,5.61E-07,3.47E-07,2.37E-07,0,4.74E-08,7.89E-08,3.17E-06,2.58E-06,5.29E-07
South,2020,May,5.03E-06,1.41E-06,8.68E-07,2.02E-06,1.47E-06,7.82E-07,5.68E-07,2.68E-07,2.92E-07,1.58E-08,3.95E-08,3.16E-08,4.14E-06,2.21E-06,5.13E-07
South,2020,November,5.97E-06,1.28E-06,8.45E-07,2.33E-06,1.86E-06,9.16E-07,6.55E-07,3.47E-07,2.05E-07,0,2.37E-08,3.16E-08,4.59E-06,2.54E-06,7.11E-07
South,2020,October,6.06E-06,1.41E-06,9.08E-07,2.34E-06,1.86E-06,9.63E-07,5.68E-07,3.08E-07,3.08E-07,7.89E-09,2.37E-08,1.58E-08,4.63E-06,2.70E-06,6.63E-07
South,2020,September,5.15E-06,1.33E-06,7.66E-07,2.03E-06,1.50E-06,8.61E-07,5.76E-07,3.32E-07,1.89E-07,0,3.95E-08,2.37E-08,4.05E-06,2.33E-06,6.32E-07
West,1976,April,4.77E-06,1.80E-06,6.85E-07,2.03E-06,1.14E-06,9.64E-07,5.58E-07,4.31E-07,4.82E-07,0,2.03E-07,2.54E-08,1.60E-06,4.49E-06,0
West,1976,August,5.48E-06,2.03E-06,9.64E-07,2.49E-06,1.67E-06,5.84E-07,7.10E-07,2.54E-07,6.60E-07,0,1.01E-07,1.01E-07,1.85E-06,5.13E-06,0
West,1976,December,5.91E-06,1.90E-06,9.64E-07,2.66E-06,1.24E-06,1.14E-06,6.09E-07,3.04E-07,6.34E-07,0,1.78E-07,7.61E-08,1.80E-06,5.51E-06,0
West,1976,February,5.07E-06,1.90E-06,7.61E-07,2.61E-06,1.07E-06,7.10E-07,6.85E-07,4.31E-07,5.07E-07,0,5.07E-08,1.52E-07,1.67E-06,4.82E-06,0
West,1976,January,5.45E-06,1.85E-06,6.60E-07,2.54E-06,1.57E-06,8.88E-07,7.36E-07,4.06E-07,2.03E-07,0,1.27E-07,1.52E-07,2.08E-06,4.82E-06,0
West,1976,July,5.20E-06,1.62E-06,1.04E-06,2.44E-06,1.29E-06,5.84E-07,6.85E-07,3.30E-07,2.28E-07,0,7.61E-08,1.01E-07,1.70E-06,4.87E-06,0
West,1976,June,5.84E-06,1.70E-06,9.39E-07,2.59E-06,1.47E-06,8.63E-07,8.12E-07,3.04E-07,2.03E-07,0,2.28E-07,0,2.16E-06,5.02E-06,0
West,1976,March,4.64E-06,1.34E-06,6.09E-07,1.88E-06,1.29E-06,7.10E-07,4.82E-07,2.79E-07,4.31E-07,0,1.52E-07,5.07E-08,1.67E-06,3.91E-06,0
West,1976,May,5.18E-06,1.95E-06,6.09E-07,2.61E-06,1.14E-06,1.12E-06,7.36E-07,3.55E-07,3.81E-07,0,7.61E-08,5.07E-08,1.90E-06,4.90E-06,0
West,1976,November,5.28E-06,1.73E-06,7.10E-07,1.93E-06,1.40E-06,1.09E-06,5.07E-07,5.33E-07,5.33E-07,0,1.27E-07,0,1.34E-06,5.15E-06,0
West,1976,October,5.86E-06,1.95E-06,7.61E-07,2.87E-06,1.60E-06,1.09E-06,5.84E-07,2.03E-07,4.31E-07,0,1.78E-07,1.01E-07,1.60E-06,5.58E-06,0
West,1976,September,6.55E-06,1.67E-06,9.64E-07,2.87E-06,1.37E-06,1.19E-06,5.84E-07,4.82E-07,3.55E-07,0,1.27E-07,0,2.08E-06,5.78E-06,0
West,1977,April,5.51E-06,1.79E-06,7.94E-07,2.33E-06,1.54E-06,7.69E-07,4.71E-07,4.71E-07,5.21E-07,0,1.24E-07,2.48E-08,2.33E-06,4.57E-06,0
West,1977,August,5.78E-06,2.70E-06,9.68E-07,2.73E-06,1.86E-06,1.04E-06,6.20E-07,5.21E-07,2.23E-07,0,1.49E-07,1.74E-07,2.23E-06,5.81E-06,0
West,1977,December,6.15E-06,2.66E-06,1.46E-06,2.88E-06,1.46E-06,8.44E-07,8.69E-07,5.71E-07,5.21E-07,0,7.44E-08,9.93E-08,2.56E-06,5.86E-06,0
West,1977,February,4.12E-06,1.84E-06,8.93E-07,1.74E-06,1.17E-06,7.20E-07,7.20E-07,2.73E-07,1.74E-07,0,7.44E-08,2.48E-08,1.66E-06,4.12E-06,0
West,1977,January,5.66E-06,1.91E-06,1.02E-06,2.48E-06,1.19E-06,9.68E-07,7.44E-07,3.72E-07,4.22E-07,0,9.93E-08,4.96E-08,1.81E-06,5.36E-06,0
West,1977,July,5.41E-06,2.08E-06,8.93E-07,2.41E-06,1.24E-06,1.17E-06,7.44E-07,4.47E-07,3.23E-07,0,1.49E-07,1.49E-07,1.96E-06,5.04E-06,0
West,1977,June,5.46E-06,1.24E-06,6.95E-07,2.28E-06,1.19E-06,6.95E-07,5.71E-07,2.98E-07,5.46E-07,0,1.99E-07,2.48E-08,1.54E-06,4.81E-06,0
West,1977,March,4.64E-06,1.84E-06,8.44E-07,1.94E-06,1.27E-06,6.70E-07,5.46E-07,2.98E-07,6.70E-07,0,7.44E-08,7.44E-08,1.39E-06,4.79E-06,0
West,1977,May,5.41E-06,2.18E-06,9.43E-07,2.56E-06,1.39E-06,1.12E-06,6.20E-07,3.47E-07,3.97E-07,0,9.93E-08,2.48E-08,1.74E-06,5.38E-06,0
West,1977,November,5.88E-06,1.86E-06,9.93E-07,2.31E-06,1.59E-06,7.94E-07,9.43E-07,3.47E-07,4.22E-07,0,1.49E-07,7.44E-08,1.99E-06,5.41E-06,0
West,1977,October,5.29E-06,1.94E-06,1.07E-06,2.41E-06,1.41E-06,7.94E-07,6.45E-07,4.22E-07,2.48E-07,0,1.49E-07,2.48E-08,1.54E-06,5.31E-06,0
West,1977,September,5.56E-06,1.89E-06,1.24E-06,2.23E-06,1.44E-06,8.44E-07,5.71E-07,3.72E-07,3.23E-07,0,7.44E-08,3.23E-07,2.01E-06,4.91E-06,0
West,1978,April,5.16E-06,2.08E-06,1.23E-06,2.47E-06,1.16E-06,8.71E-07,5.33E-07,2.18E-07,5.08E-07,0,7.26E-08,9.68E-08,1.79E-06,5.06E-06,0
West,1978,August,6.05E-06,1.96E-06,1.14E-06,2.83E-06,1.52E-06,9.68E-07,5.81E-07,2.90E-07,3.39E-07,0,3.39E-07,7.26E-08,1.40E-06,6.00E-06,0
West,1978,December,6.80E-06,2.35E-06,1.14E-06,3.05E-06,1.77E-06,7.75E-07,7.02E-07,6.05E-07,6.54E-07,0,4.84E-08,4.84E-08,1.86E-06,7.00E-06,0
West,1978,February,5.30E-06,1.67E-06,7.99E-07,2.25E-06,1.36E-06,8.71E-07,4.60E-07,5.57E-07,4.11E-07,0,1.69E-07,4.84E-08,1.43E-06,5.11E-06,0
West,1978,January,5.28E-06,1.62E-06,6.29E-07,2.40E-06,1.38E-06,1.07E-06,5.33E-07,1.69E-07,3.39E-07,0,7.26E-08,4.84E-08,1.69E-06,4.94E-06,0
West,1978,July,6.44E-06,1.69E-06,8.96E-07,2.81E-06,1.74E-06,7.50E-07,7.02E-07,4.36E-07,4.60E-07,0,1.45E-07,2.42E-08,1.98E-06,5.76E-06,0
West,1978,June,5.86E-06,1.77E-06,7.50E-07,2.71E-06,1.48E-06,9.20E-07,7.50E-07,3.63E-07,3.87E-07,0,1.69E-07,4.84E-08,1.86E-06,5.35E-06,0
West,1978,March,5.81E-06,2.18E-06,1.21E-06,2.64E-06,1.14E-06,8.71E-07,5.81E-07,5.81E-07,4.11E-07,0,1.21E-07,2.42E-08,2.18E-06,5.40E-06,0
West,1978,May,6.00E-06,1.60E-06,1.04E-06,2.66E-06,1.38E-06,1.16E-06,4.11E-07,3.87E-07,2.18E-07,0,1.21E-07,1.45E-07,1.91E-06,5.18E-06,0
West,1978,November,6.78E-06,1.98E-06,1.02E-06,2.76E-06,1.62E-06,1.28E-06,7.99E-07,3.63E-07,5.08E-07,0,2.18E-07,1.21E-07,2.08E-06,6.10E-06,0
West,1978,October,6.22E-06,1.60E-06,1.02E-06,2.57E-06,1.55E-06,9.68E-07,6.78E-07,3.15E-07,5.08E-07,0,1.45E-07,0,1.52E-06,5.95E-06,0
West,1978,September,6.12E-06,2.35E-06,1.04E-06,3.07E-06,1.62E-06,1.04E-06,8.23E-07,3.15E-07,4.11E-07,0,2.66E-07,4.84E-08,1.89E-06,5.95E-06,0
West,1979,April,6.21E-06,1.75E-06,8.74E-07,2.95E-06,1.46E-06,1.02E-06,7.08E-07,3.78E-07,2.83E-07,0,1.42E-07,1.65E-07,2.31E-06,5.05E-06,0
West,1979,August,6.82E-06,2.22E-06,9.92E-07,3.31E-06,1.82E-06,1.09E-06,7.08E-07,2.83E-07,4.72E-07,0,1.42E-07,4.72E-08,2.15E-06,6.47E-06,0
West,1979,December,8.41E-06,2.31E-06,1.20E-06,3.97E-06,2.01E-06,1.49E-06,7.79E-07,2.83E-07,5.43E-07,0,1.89E-07,2.36E-08,2.43E-06,7.53E-06,0
West,1979,February,6.12E-06,1.30E-06,1.25E-06,2.46E-06,1.37E-06,6.61E-07,5.90E-07,3.07E-07,4.49E-07,0,7.08E-08,9.45E-08,1.84E-06,5.20E-06,0
West,1979,January,6.26E-06,2.01E-06,9.68E-07,2.69E-06,1.77E-06,1.09E-06,5.43E-07,4.96E-07,4.49E-07,0,1.18E-07,4.72E-08,2.10E-06,5.76E-06,0
West,1979,July,6.23E-06,1.98E-06,1.02E-06,2.60E-06,1.77E-06,1.09E-06,6.38E-07,4.96E-07,4.01E-07,0,9.45E-08,2.13E-07,1.70E-06,5.93E-06,0
West,1979,June,6.26E-06,1.82E-06,1.18E-06,2.93E-06,1.39E-06,9.68E-07,6.14E-07,4.25E-07,3.31E-07,0,1.18E-07,7.08E-08,1.87E-06,5.71E-06,0
West,1979,March,6.19E-06,1.89E-06,8.50E-07,2.72E-06,1.84E-06,9.45E-07,5.20E-07,3.54E-07,5.20E-07,0,1.89E-07,4.72E-08,1.63E-06,5.86E-06,0
West,1979,May,6.64E-06,1.91E-06,1.20E-06,2.95E-06,1.68E-06,8.97E-07,5.90E-07,4.25E-07,5.90E-07,0,1.42E-07,2.36E-08,2.20E-06,5.90E-06,0
West,1979,November,7.18E-06,2.01E-06,1.16E-06,3.19E-06,2.13E-06,1.06E-06,6.85E-07,4.49E-07,2.83E-07,0,1.42E-07,4.72E-08,2.38E-06,6.19E-06,0
West,1979,October,6.87E-06,1.96E-06,1.20E-06,3.00E-06,1.84E-06,1.23E-06,4.49E-07,2.83E-07,5.67E-07,0,2.83E-07,2.36E-08,1.87E-06,6.47E-06,0
West,1979,September,5.95E-06,1.77E-06,1.09E-06,2.43E-06,1.37E-06,1.23E-06,5.43E-07,3.54E-07,3.78E-07,0,1.89E-07,9.45E-08,1.35E-06,5.79E-06,0
West,1980,April,6.39E-06,2.13E-06,1.37E-06,3.01E-06,1.78E-06,7.18E-07,8.11E-07,2.08E-07,4.86E-07,0,1.39E-07,2.32E-07,1.78E-06,6.18E-06,5.56E-07
West,1980,August,9.08E-06,2.69E-06,1.18E-06,4.68E-06,2.22E-06,1.11E-06,9.96E-07,4.86E-07,6.49E-07,0,1.62E-07,2.78E-07,3.01E-06,8.13E-06,3.36E-06
West,1980,December,8.06E-06,2.11E-06,1.23E-06,3.78E-06,2.32E-06,8.11E-07,7.41E-07,3.94E-07,6.72E-07,0,2.08E-07,1.85E-07,2.41E-06,7.16E-06,2.52E-06
West,1980,February,6.93E-06,1.32E-06,9.03E-07,3.15E-06,2.06E-06,6.72E-07,5.10E-07,3.94E-07,3.47E-07,0,1.16E-07,2.78E-07,1.74E-06,5.98E-06,7.41E-07
West,1980,January,7.55E-06,2.22E-06,1.32E-06,3.36E-06,1.99E-06,9.73E-07,6.72E-07,4.17E-07,8.11E-07,0,1.62E-07,2.08E-07,1.97E-06,7.16E-06,6.49E-07
West,1980,July,8.80E-06,2.15E-06,1.64E-06,3.85E-06,2.46E-06,1.27E-06,6.25E-07,4.86E-07,4.40E-07,0,1.39E-07,2.78E-07,2.08E-06,8.27E-06,3.10E-06
West,1980,June,7.85E-06,2.57E-06,1.23E-06,3.87E-06,2.43E-06,1.25E-06,6.95E-07,2.78E-07,4.40E-07,0,1.39E-07,3.71E-07,2.80E-06,7.00E-06,3.24E-07
West,1980,March,6.14E-06,2.18E-06,1.04E-06,2.71E-06,1.53E-06,9.03E-07,6.49E-07,4.40E-07,7.18E-07,0,9.27E-08,2.55E-07,2.02E-06,5.86E-06,2.32E-07
West,1980,May,6.25E-06,1.92E-06,8.11E-07,3.03E-06,1.71E-06,8.80E-07,6.25E-07,1.85E-07,5.79E-07,0,1.62E-07,1.39E-07,2.25E-06,5.51E-06,3.94E-07
West,1980,November,7.71E-06,2.64E-06,1.18E-06,3.31E-06,2.64E-06,1.18E-06,6.72E-07,4.63E-07,6.02E-07,0,2.55E-07,2.08E-07,2.52E-06,7.16E-06,2.22E-06
West,1980,October,7.30E-06,2.02E-06,1.20E-06,2.92E-06,2.08E-06,1.07E-06,7.88E-07,2.55E-07,5.79E-07,0,2.32E-07,1.62E-07,2.34E-06,6.39E-06,2.59E-06
West,1980,September,8.32E-06,1.76E-06,1.69E-06,3.82E-06,1.85E-06,9.03E-07,6.25E-07,5.56E-07,4.40E-07,0,1.62E-07,2.32E-07,2.80E-06,6.81E-06,2.50E-06
West,1981,April,6.25E-06,1.60E-06,9.03E-07,2.80E-06,1.56E-06,8.80E-07,8.35E-07,2.93E-07,3.16E-07,0,4.51E-08,2.03E-07,1.56E-06,5.91E-06,1.90E-06
West,1981,August,5.21E-06,1.69E-06,6.32E-07,2.39E-06,1.65E-06,9.03E-07,4.74E-07,2.93E-07,2.48E-07,0,1.35E-07,1.13E-07,1.60E-06,5.05E-06,1.96E-06
West,1981,December,4.35E-06,1.44E-06,5.87E-07,1.87E-06,1.60E-06,6.77E-07,3.61E-07,4.06E-07,1.81E-07,0,1.58E-07,2.26E-07,1.35E-06,3.99E-06,1.06E-06
West,1981,February,6.90E-06,1.90E-06,1.02E-06,3.05E-06,1.85E-06,7.67E-07,8.57E-07,3.84E-07,6.09E-07,0,1.13E-07,2.93E-07,1.74E-06,6.54E-06,2.37E-06
West,1981,January,6.50E-06,1.99E-06,1.04E-06,2.87E-06,1.94E-06,1.02E-06,5.64E-07,3.61E-07,4.29E-07,0,1.35E-07,2.26E-07,2.23E-06,5.78E-06,1.71E-06
West,1981,July,7.29E-06,2.19E-06,1.11E-06,3.05E-06,2.19E-06,1.08E-06,8.35E-07,5.42E-07,5.19E-07,0,3.16E-07,4.51E-07,2.12E-06,6.54E-06,2.57E-06
West,1981,June,6.97E-06,1.90E-06,1.04E-06,2.75E-06,2.12E-06,1.11E-06,6.54E-07,4.29E-07,3.61E-07,0,1.35E-07,3.38E-07,2.26E-06,6.11E-06,2.05E-06
West,1981,March,6.18E-06,2.08E-06,6.99E-07,3.34E-06,1.65E-06,6.99E-07,7.45E-07,3.38E-07,3.38E-07,0,1.13E-07,3.16E-07,2.48E-06,5.32E-06,1.71E-06
West,1981,May,7.33E-06,2.08E-06,1.26E-06,3.05E-06,2.08E-06,1.04E-06,8.80E-07,2.93E-07,4.96E-07,0,1.35E-07,2.26E-07,2.23E-06,6.70E-06,2.37E-06
West,1981,November,4.40E-06,1.35E-06,4.51E-07,2.32E-06,1.20E-06,7.90E-07,4.29E-07,1.81E-07,2.26E-07,0,6.77E-08,1.81E-07,1.53E-06,3.88E-06,1.53E-06
West,1981,October,5.14E-06,1.67E-06,1.06E-06,2.12E-06,1.49E-06,6.99E-07,4.51E-07,2.03E-07,3.38E-07,0,1.13E-07,2.71E-07,1.94E-06,4.35E-06,1.38E-06
West,1981,September,4.85E-06,1.33E-06,7.67E-07,2.05E-06,1.17E-06,8.80E-07,3.61E-07,3.84E-07,3.38E-07,0,1.81E-07,1.81E-07,1.49E-06,4.33E-06,1.65E-06
West,1982,April,5.81E-06,1.81E-06,7.51E-07,2.70E-06,1.70E-06,8.62E-07,5.97E-07,2.21E-07,3.32E-07,0,8.84E-08,1.77E-07,1.79E-06,5.55E-06,2.08E-06
West,1982,August,6.37E-06,1.90E-06,7.96E-07,2.78E-06,1.81E-06,1.06E-06,6.85E-07,4.42E-07,4.42E-07,0,1.77E-07,1.99E-07,2.06E-06,5.68E-06,2.23E-06
West,1982,December,5.84E-06,1.83E-06,6.85E-07,2.81E-06,1.59E-06,9.28E-07,4.20E-07,4.20E-07,4.86E-07,0,1.33E-07,3.32E-07,1.79E-06,5.39E-06,1.83E-06
West,1982,February,5.13E-06,1.48E-06,7.51E-07,2.39E-06,1.35E-06,6.63E-07,6.41E-07,3.32E-07,3.09E-07,0,2.65E-07,1.99E-07,1.70E-06,4.40E-06,1.35E-06
West,1982,January,6.54E-06,1.75E-06,9.95E-07,2.81E-06,1.70E-06,7.29E-07,7.51E-07,5.97E-07,3.09E-07,0,4.42E-08,4.42E-07,1.81E-06,5.95E-06,2.14E-06
West,1982,July,6.17E-06,1.86E-06,8.84E-07,2.70E-06,1.77E-06,1.02E-06,5.97E-07,2.21E-07,7.07E-07,0,1.11E-07,3.09E-07,2.08E-06,5.46E-06,1.97E-06
West,1982,June,5.30E-06,2.21E-06,7.07E-07,2.74E-06,1.70E-06,7.51E-07,4.64E-07,3.32E-07,5.08E-07,0,3.09E-07,2.87E-07,1.64E-06,5.26E-06,1.66E-06
West,1982,March,5.88E-06,1.75E-06,6.85E-07,2.43E-06,1.61E-06,1.04E-06,6.19E-07,3.54E-07,3.76E-07,0,1.77E-07,1.99E-07,2.01E-06,5.24E-06,1.79E-06
West,1982,May,6.19E-06,2.19E-06,1.24E-06,3.12E-06,1.57E-06,8.84E-07,5.30E-07,4.20E-07,4.20E-07,0,1.55E-07,3.32E-07,1.95E-06,5.86E-06,2.12E-06
West,1982,November,5.48E-06,1.55E-06,5.30E-07,2.56E-06,1.39E-06,8.62E-07,6.41E-07,2.65E-07,4.42E-07,0,4.42E-08,2.87E-07,1.68E-06,4.95E-06,1.88E-06
West,1982,October,5.77E-06,1.77E-06,6.41E-07,2.96E-06,1.46E-06,9.50E-07,7.07E-07,1.55E-07,3.98E-07,0,1.55E-07,2.87E-07,1.68E-06,5.37E-06,2.06E-06
West,1982,September,6.21E-06,2.45E-06,8.62E-07,3.49E-06,1.59E-06,9.28E-07,5.08E-07,2.87E-07,3.32E-07,0,1.99E-07,1.77E-07,2.10E-06,6.10E-06,2.87E-06
West,1983,April,5.53E-06,1.58E-06,8.67E-07,2.21E-06,1.60E-06,8.89E-07,6.72E-07,3.47E-07,3.04E-07,0,1.52E-07,1.95E-07,1.71E-06,5.03E-06,1.78E-06
West,1983,August,6.61E-06,1.95E-06,9.98E-07,3.06E-06,2.04E-06,7.59E-07,5.42E-07,3.90E-07,4.34E-07,0,1.08E-07,2.82E-07,1.91E-06,6.14E-06,2.23E-06
West,1983,December,5.88E-06,1.82E-06,8.67E-07,2.86E-06,1.76E-06,9.54E-07,4.77E-07,2.39E-07,2.82E-07,0,3.25E-07,1.52E-07,1.86E-06,5.36E-06,1.93E-06
West,1983,February,4.90E-06,1.56E-06,7.59E-07,1.93E-06,1.26E-06,7.81E-07,6.07E-07,3.69E-07,4.34E-07,0,1.30E-07,4.77E-07,1.41E-06,4.38E-06,1.45E-06
West,1983,January,6.18E-06,1.73E-06,6.94E-07,3.19E-06,1.56E-06,7.81E-07,6.72E-07,3.04E-07,4.34E-07,0,6.51E-08,2.60E-07,1.91E-06,5.62E-06,2.06E-06
West,1983,July,5.75E-06,1.84E-06,6.94E-07,2.62E-06,1.65E-06,1.08E-06,5.64E-07,2.39E-07,3.69E-07,0,2.39E-07,2.39E-07,1.84E-06,5.18E-06,1.69E-06
West,1983,June,4.90E-06,1.54E-06,6.94E-07,2.02E-06,1.56E-06,6.51E-07,4.34E-07,3.04E-07,4.12E-07,0,1.95E-07,3.47E-07,1.32E-06,4.45E-06,1.56E-06
West,1983,March,5.16E-06,2.04E-06,6.51E-07,2.36E-06,1.73E-06,9.32E-07,5.85E-07,3.04E-07,2.60E-07,0,1.95E-07,1.52E-07,1.78E-06,5.03E-06,1.58E-06
West,1983,May,5.46E-06,1.93E-06,7.16E-07,2.65E-06,1.60E-06,8.02E-07,6.72E-07,2.60E-07,3.25E-07,0,1.73E-07,3.90E-07,1.54E-06,5.25E-06,1.82E-06
West,1983,November,5.10E-06,1.76E-06,7.16E-07,2.39E-06,1.76E-06,8.02E-07,5.85E-07,1.95E-07,2.17E-07,0,2.60E-07,1.08E-07,1.39E-06,5.07E-06,1.97E-06
West,1983,October,6.12E-06,1.58E-06,7.81E-07,2.65E-06,1.97E-06,8.24E-07,4.12E-07,4.12E-07,4.55E-07,0,1.73E-07,4.99E-07,1.63E-06,5.31E-06,2.52E-06
West,1983,September,5.92E-06,1.69E-06,8.46E-07,2.58E-06,1.52E-06,1.06E-06,5.64E-07,4.12E-07,3.47E-07,0,1.08E-07,1.95E-07,1.73E-06,5.44E-06,2.00E-06
West,1984,April,5.54E-06,2.26E-06,9.59E-07,2.69E-06,1.88E-06,8.31E-07,3.84E-07,4.05E-07,4.26E-07,0,1.71E-07,2.13E-07,1.88E-06,5.46E-06,1.94E-06
West,1984,August,6.42E-06,1.92E-06,8.74E-07,3.20E-06,1.94E-06,8.10E-07,5.54E-07,2.56E-07,4.48E-07,0,1.49E-07,2.98E-07,2.05E-06,5.73E-06,2.15E-06
West,1984,December,5.20E-06,1.62E-06,7.46E-07,2.37E-06,1.45E-06,1.02E-06,2.98E-07,1.92E-07,4.69E-07,0,1.28E-07,3.84E-07,1.90E-06,4.31E-06,1.90E-06
West,1984,February,4.45E-06,1.21E-06,5.12E-07,1.79E-06,1.41E-06,7.67E-07,3.20E-07,3.20E-07,3.62E-07,0,2.98E-07,1.92E-07,1.30E-06,3.84E-06,1.28E-06
West,1984,January,5.82E-06,1.90E-06,6.39E-07,2.73E-06,1.81E-06,8.74E-07,5.76E-07,3.20E-07,2.77E-07,0,6.39E-08,1.71E-07,2.05E-06,5.39E-06,1.92E-06
West,1984,July,6.01E-06,1.92E-06,8.10E-07,2.69E-06,1.71E-06,9.17E-07,4.48E-07,4.69E-07,5.54E-07,0,1.28E-07,3.20E-07,1.45E-06,5.97E-06,2.49E-06
West,1984,June,4.67E-06,1.51E-06,6.39E-07,2.11E-06,1.43E-06,5.33E-07,5.76E-07,2.13E-07,4.69E-07,0,8.53E-08,1.92E-07,1.32E-06,4.54E-06,1.71E-06
West,1984,March,4.54E-06,1.81E-06,7.46E-07,1.90E-06,1.56E-06,8.31E-07,6.18E-07,2.13E-07,2.77E-07,0,8.53E-08,2.34E-07,1.17E-06,4.73E-06,1.88E-06
West,1984,May,5.18E-06,2.00E-06,8.31E-07,2.45E-06,1.88E-06,8.10E-07,4.05E-07,1.92E-07,2.98E-07,0,1.28E-07,2.34E-07,1.66E-06,5.09E-06,1.83E-06
West,1984,November,5.56E-06,1.94E-06,8.31E-07,2.22E-06,1.66E-06,1.07E-06,4.69E-07,3.84E-07,4.69E-07,0,1.07E-07,3.62E-07,2.05E-06,4.90E-06,1.75E-06
West,1984,October,5.80E-06,2.11E-06,8.10E-07,2.86E-06,1.58E-06,8.31E-07,6.39E-07,2.98E-07,4.48E-07,0,1.71E-07,2.56E-07,1.94E-06,5.46E-06,1.94E-06
West,1984,September,5.90E-06,1.83E-06,8.53E-07,2.47E-06,1.83E-06,1.13E-06,5.76E-07,2.56E-07,3.62E-07,0,1.71E-07,1.71E-07,1.88E-06,5.46E-06,2.30E-06
West,1985,April,5.39E-06,1.46E-06,6.27E-07,2.84E-06,1.30E-06,7.11E-07,3.76E-07,3.35E-07,3.55E-07,0,6.27E-08,3.55E-07,1.57E-06,4.85E-06,2.20E-06
West,1985,August,5.98E-06,2.30E-06,7.95E-07,2.93E-06,2.05E-06,7.74E-07,5.02E-07,3.97E-07,5.02E-07,0,2.09E-07,3.55E-07,1.71E-06,6.00E-06,2.17E-06
West,1985,December,6.50E-06,2.09E-06,8.99E-07,3.03E-06,2.05E-06,1.07E-06,4.81E-07,2.72E-07,4.39E-07,0,2.30E-07,2.93E-07,2.03E-06,6.02E-06,2.38E-06
West,1985,February,5.73E-06,2.13E-06,5.65E-07,2.63E-06,1.76E-06,1.11E-06,6.69E-07,2.72E-07,6.06E-07,0,6.27E-08,3.35E-07,1.92E-06,5.44E-06,1.94E-06
West,1985,January,4.83E-06,2.24E-06,9.62E-07,2.20E-06,1.55E-06,7.11E-07,5.65E-07,3.76E-07,3.14E-07,0,8.36E-08,3.14E-07,1.94E-06,4.66E-06,1.84E-06
West,1985,July,6.42E-06,2.09E-06,8.36E-07,2.95E-06,2.01E-06,8.36E-07,5.85E-07,4.39E-07,5.44E-07,0,2.51E-07,2.93E-07,1.86E-06,6.04E-06,2.53E-06
West,1985,June,5.42E-06,1.63E-06,9.41E-07,2.61E-06,1.55E-06,8.36E-07,3.97E-07,3.97E-07,2.09E-07,0,1.67E-07,2.72E-07,1.44E-06,5.14E-06,2.01E-06
West,1985,March,5.02E-06,1.86E-06,6.48E-07,2.15E-06,1.97E-06,8.57E-07,3.35E-07,3.97E-07,1.88E-07,0,1.05E-07,3.14E-07,1.67E-06,4.75E-06,1.82E-06
West,1985,May,5.50E-06,1.46E-06,5.85E-07,2.91E-06,1.34E-06,8.15E-07,4.60E-07,3.35E-07,2.93E-07,0,8.36E-08,3.35E-07,1.61E-06,4.93E-06,2.11E-06
West,1985,November,5.67E-06,1.94E-06,5.23E-07,2.66E-06,1.86E-06,8.78E-07,5.44E-07,3.76E-07,4.18E-07,0,1.46E-07,3.14E-07,1.84E-06,5.31E-06,1.78E-06
West,1985,October,5.42E-06,1.65E-06,8.15E-07,2.70E-06,1.78E-06,6.27E-07,3.35E-07,2.09E-07,3.97E-07,0,1.05E-07,3.14E-07,1.46E-06,5.14E-06,2.15E-06
West,1985,September,5.25E-06,1.57E-06,7.74E-07,2.30E-06,1.34E-06,8.36E-07,5.85E-07,5.02E-07,2.30E-07,0,1.46E-07,2.51E-07,1.46E-06,4.91E-06,2.03E-06
West,1986,April,5.90E-06,1.89E-06,8.81E-07,2.81E-06,1.87E-06,9.22E-07,3.69E-07,2.25E-07,3.89E-07,0,1.84E-07,3.48E-07,1.68E-06,5.55E-06,2.01E-06
West,1986,August,7.44E-06,2.07E-06,1.05E-06,3.69E-06,2.48E-06,8.81E-07,4.92E-07,3.48E-07,2.87E-07,0,2.46E-07,3.69E-07,2.34E-06,6.50E-06,2.52E-06
West,1986,December,5.76E-06,2.19E-06,6.15E-07,2.48E-06,2.07E-06,8.20E-07,4.51E-07,3.48E-07,5.53E-07,0,1.64E-07,4.10E-07,1.78E-06,5.53E-06,1.95E-06
West,1986,February,4.86E-06,1.80E-06,6.76E-07,2.21E-06,1.58E-06,8.81E-07,3.89E-07,3.28E-07,3.48E-07,0,1.84E-07,1.64E-07,1.56E-06,4.73E-06,1.91E-06
West,1986,January,5.53E-06,1.82E-06,7.99E-07,2.73E-06,1.21E-06,9.43E-07,4.92E-07,2.87E-07,5.12E-07,0,1.43E-07,2.66E-07,2.03E-06,4.84E-06,1.78E-06
West,1986,July,6.91E-06,2.03E-06,1.09E-06,2.73E-06,2.15E-06,9.63E-07,7.38E-07,4.10E-07,5.12E-07,0,1.23E-07,3.07E-07,2.38E-06,6.11E-06,2.19E-06
